"index","0","1","2"
26457,0,0.125,0.875
26458,0.142857142857143,0.285714285714286,0.571428571428571
26459,0,0.111111111111111,0.888888888888889
26460,0.142857142857143,0.285714285714286,0.571428571428571
26461,0,0.142857142857143,0.857142857142857
26462,0,0,1
26463,0.428571428571429,0.142857142857143,0.428571428571429
26464,0.0769230769230769,0.307692307692308,0.615384615384615
26465,0.142857142857143,0.428571428571429,0.428571428571429
26466,0,0.285714285714286,0.714285714285714
26467,0,0.142857142857143,0.857142857142857
26468,0,0,1
26469,0.285714285714286,0.142857142857143,0.571428571428571
26470,0.142857142857143,0.285714285714286,0.571428571428571
26471,0,0.428571428571429,0.571428571428571
26472,0,0,1
26473,0,0.125,0.875
26474,0.142857142857143,0.714285714285714,0.142857142857143
26475,0.285714285714286,0.285714285714286,0.428571428571429
26476,0.285714285714286,0,0.714285714285714
26477,0.142857142857143,0,0.857142857142857
26478,0.285714285714286,0,0.714285714285714
26479,0.285714285714286,0,0.714285714285714
26480,0,0,1
26481,0,0.571428571428571,0.428571428571429
26482,0.428571428571429,0,0.571428571428571
26483,0,0.142857142857143,0.857142857142857
26484,0.428571428571429,0.285714285714286,0.285714285714286
26485,0,0,1
26486,0.285714285714286,0.285714285714286,0.428571428571429
26487,0,0,1
26488,0.285714285714286,0.142857142857143,0.571428571428571
26489,0,0.428571428571429,0.571428571428571
26490,0,0.428571428571429,0.571428571428571
26491,0.142857142857143,0.142857142857143,0.714285714285714
26492,0.142857142857143,0.285714285714286,0.571428571428571
26493,0.222222222222222,0.777777777777778,0
26494,0,0.142857142857143,0.857142857142857
26495,0.142857142857143,0.285714285714286,0.571428571428571
26496,0.125,0.375,0.5
26497,0,1,0
26498,0.142857142857143,0.714285714285714,0.142857142857143
26499,0,0.142857142857143,0.857142857142857
26500,0.0909090909090909,0.363636363636364,0.545454545454545
26501,0.1,0.3,0.6
26502,0,0,1
26503,0,0.285714285714286,0.714285714285714
26504,0.142857142857143,0.285714285714286,0.571428571428571
26505,0,0,1
26506,0.125,0.375,0.5
26507,0,0.714285714285714,0.285714285714286
26508,0.0769230769230769,0.230769230769231,0.692307692307692
26509,0.428571428571429,0,0.571428571428571
26510,0,0.5,0.5
26511,0.142857142857143,0,0.857142857142857
26512,0,0.142857142857143,0.857142857142857
26513,0,0.285714285714286,0.714285714285714
26514,0,0.142857142857143,0.857142857142857
26515,0.571428571428571,0,0.428571428571429
26516,0,0.428571428571429,0.571428571428571
26517,0,0.571428571428571,0.428571428571429
26518,0,0.428571428571429,0.571428571428571
26519,0.285714285714286,0,0.714285714285714
26520,0,0.8,0.2
26521,0,0.375,0.625
26522,0.0909090909090909,0.181818181818182,0.727272727272727
26523,0.142857142857143,0.142857142857143,0.714285714285714
26524,0,0.142857142857143,0.857142857142857
26525,0.142857142857143,0.142857142857143,0.714285714285714
26526,0,0,1
26527,0.142857142857143,0.571428571428571,0.285714285714286
26528,0,0.428571428571429,0.571428571428571
26529,0.428571428571429,0,0.571428571428571
26530,0.125,0.25,0.625
26531,0,0.142857142857143,0.857142857142857
26532,0.285714285714286,0,0.714285714285714
26533,0.285714285714286,0,0.714285714285714
26534,0.111111111111111,0.111111111111111,0.777777777777778
26535,0,0.25,0.75
26536,0,0.428571428571429,0.571428571428571
26537,0,0.272727272727273,0.727272727272727
26538,0.25,0.375,0.375
26539,0,0.142857142857143,0.857142857142857
26540,0,0.714285714285714,0.285714285714286
26541,0.285714285714286,0,0.714285714285714
26542,0,0.142857142857143,0.857142857142857
26543,0.5,0.166666666666667,0.333333333333333
26544,0.285714285714286,0,0.714285714285714
26545,0.142857142857143,0.571428571428571,0.285714285714286
26546,0,0.428571428571429,0.571428571428571
26547,0.285714285714286,0,0.714285714285714
26548,0,0,1
26549,0,0.571428571428571,0.428571428571429
26550,0,0.428571428571429,0.571428571428571
26551,0,0.285714285714286,0.714285714285714
26552,0,0.285714285714286,0.714285714285714
26553,0,0.285714285714286,0.714285714285714
26554,0,0.142857142857143,0.857142857142857
26555,0.285714285714286,0,0.714285714285714
26556,0,0.428571428571429,0.571428571428571
26557,0,0.25,0.75
26558,0.285714285714286,0.142857142857143,0.571428571428571
26559,0.428571428571429,0,0.571428571428571
26560,0.142857142857143,0.285714285714286,0.571428571428571
26561,0,0.285714285714286,0.714285714285714
26562,0,0,1
26563,0.142857142857143,0.142857142857143,0.714285714285714
26564,0.142857142857143,0.142857142857143,0.714285714285714
26565,0.142857142857143,0.428571428571429,0.428571428571429
26566,0.142857142857143,0.714285714285714,0.142857142857143
26567,0,0,1
26568,0.857142857142857,0,0.142857142857143
26569,0,0.125,0.875
26570,0.285714285714286,0.428571428571429,0.285714285714286
26571,0,0,1
26572,0.142857142857143,0.285714285714286,0.571428571428571
26573,0,0.428571428571429,0.571428571428571
26574,0.285714285714286,0.285714285714286,0.428571428571429
26575,0.428571428571429,0,0.571428571428571
26576,0.142857142857143,0.142857142857143,0.714285714285714
26577,0,0.428571428571429,0.571428571428571
26578,0,0.285714285714286,0.714285714285714
26579,0.142857142857143,0.142857142857143,0.714285714285714
26580,0,0.25,0.75
26581,0.142857142857143,0.714285714285714,0.142857142857143
26582,0,0,1
26583,0,0,1
26584,0,0.142857142857143,0.857142857142857
26585,0.142857142857143,0.571428571428571,0.285714285714286
26586,0.5,0.125,0.375
26587,0.142857142857143,0.285714285714286,0.571428571428571
26588,0,0.142857142857143,0.857142857142857
26589,0,0,1
26590,0.142857142857143,0.428571428571429,0.428571428571429
26591,0,0.571428571428571,0.428571428571429
26592,0.461538461538462,0.153846153846154,0.384615384615385
26593,0.125,0.375,0.5
26594,0.142857142857143,0.428571428571429,0.428571428571429
26595,0.25,0,0.75
26596,0,0,1
26597,0.125,0.625,0.25
