"Id","SalePrice"
1461,114633.361471733
1462,145884.962126378
1463,170642.195603692
1464,192924.815085977
1465,204100.775294348
1466,175609.802586572
1467,185211.610037661
1468,168505.630800413
1469,200798.576310361
1470,120646.769189934
1471,194528.567731764
1472,108484.640353569
1473,101102.13931474
1474,153007.403260494
1475,125893.801316274
1476,340127.748986837
1477,255213.453437747
1478,289789.118508839
1479,282127.821489096
1480,441961.073655153
1481,328301.908964843
1482,228137.376843141
1483,171327.267902675
1484,178346.713705683
1485,192764.860916116
1486,199030.831072107
1487,302568.113735384
1488,245783.171497209
1489,185104.401699541
1490,200597.25971249
1491,194912.658576811
1492,92489.71399631
1493,200316.106923169
1494,288508.465510129
1495,284472.947782562
1496,213384.295158533
1497,182038.094059747
1498,168408.904495057
1499,167106.629071238
1500,155427.992061321
1501,167584.733031984
1502,163454.974418706
1503,257279.432038547
1504,241470.071350495
1505,215008.563312659
1506,190872.867055766
1507,234461.771295261
1508,191016.478763507
1509,161418.576223662
1510,140947.747276272
1511,145017.678137546
1512,165595.667427523
1513,151003.723226673
1514,150196.415722199
1515,195637.292328574
1516,151886.032214511
1517,169387.402054194
1518,136552.611480436
1519,210473.593444345
1520,126296.808766652
1521,125579.438310123
1522,174475.287774465
1523,107488.506090529
1524,120133.297779964
1525,116517.728906243
1526,114207.297507843
1527,111021.823687825
1528,147648.330556911
1529,139147.478681312
1530,196221.6131664
1531,119331.292434471
1532,102630.477965035
1533,140909.617509218
1534,129945.547889649
1535,137329.566811663
1536,106936.523714499
1537,70034.253771815
1538,153277.03289917
1539,197966.588507969
1540,100753.817871379
1541,140326.592681755
1542,125730.724273473
1543,172604.109839112
1544,87484.0602587504
1545,121711.043206505
1546,134655.08892021
1547,121377.961751184
1548,129321.878071079
1549,122482.468015283
1550,126641.492567021
1551,115869.922680593
1552,123046.674890597
1553,136224.845813333
1554,125671.01819517
1555,147398.464569838
1556,94052.9310035407
1557,97349.9301115241
1558,107304.7743865
1559,86498.6637429504
1560,137976.791296461
1561,117267.319541114
1562,132258.341809449
1563,119151.336449721
1564,158012.303686764
1565,147795.957956639
1566,231942.281921146
1567,84958.0289978503
1568,215391.677862878
1569,115711.827772889
1570,143895.668548828
1571,121374.52487775
1572,138340.18725873
1573,223332.44088193
1574,122992.723925961
1575,215335.866222908
1576,242199.066581573
1577,187550.540702565
1578,148931.989069872
1579,141683.362940498
1580,199730.300930205
1581,146482.947082042
1582,130445.067867083
1583,286405.758111105
1584,221204.478717765
1585,144946.590856768
1586,75438.9672878172
1587,107165.224133059
1588,141599.549740237
1589,100477.844135721
1590,138145.333859082
1591,91571.797584103
1592,120514.401762429
1593,136995.851435424
1594,132406.23689034
1595,110218.682909477
1596,220530.96545975
1597,182877.096611453
1598,217201.553501435
1599,185893.696142335
1600,175187.118884415
1601,68657.6150661613
1602,114611.568710909
1603,93150.4369110634
1604,243443.726226593
1605,255076.692372739
1606,168709.482655864
1607,179556.836802593
1608,222666.576390009
1609,186105.146098304
1610,149492.808454961
1611,145552.726900915
1612,162552.650970368
1613,160398.009652862
1614,122733.621209768
1615,93541.2903300259
1616,84940.8058868149
1617,98853.8048134944
1618,124957.938465841
1619,144084.532052232
1620,172202.917084032
1621,140624.797878749
1622,137138.204500966
1623,257947.279174993
1624,203631.296023357
1625,121271.78363425
1626,173014.898910832
1627,183796.678678109
1628,284147.953806969
1629,188767.8054283
1630,318229.589766235
1631,224157.726339167
1632,237409.909177495
1633,183116.908272567
1634,189695.791366982
1635,182345.707536267
1636,160154.196936561
1637,183604.382130342
1638,197377.619769146
1639,189719.269243395
1640,250059.18987771
1641,184132.579002251
1642,222640.626869508
1643,216884.182582938
1644,231491.488005671
1645,194200.868691752
1646,163963.133069959
1647,167226.665810646
1648,131052.590203064
1649,133216.791566558
1650,119954.287775024
1651,125517.687732083
1652,110863.759558308
1653,113822.566854346
1654,157173.73509688
1655,150224.06096775
1656,146532.578897892
1657,155038.891321611
1658,156971.579631988
1659,135259.769613686
1660,153287.969724998
1661,403999.144396014
1662,382072.553765696
1663,342692.485164836
1664,477305.548177338
1665,295996.394603122
1666,313665.652362427
1667,334765.743593275
1668,319046.905399933
1669,296666.409141941
1670,321387.990117617
1671,248255.176302005
1672,390680.106643561
1673,296014.391710549
1674,259550.881640647
1675,192867.302035629
1676,190359.960717611
1677,218070.651458126
1678,433706.874577848
1679,339540.470376868
1680,305014.112696882
1681,244762.691514888
1682,299144.664530286
1683,201474.785129751
1684,184142.191970796
1685,175780.651843303
1686,186448.497937625
1687,179685.685354061
1688,194794.93913413
1689,199202.690962789
1690,202615.534201338
1691,195985.741325638
1692,261678.046672598
1693,174742.767228005
1694,183624.139850476
1695,175455.501915685
1696,262439.866490835
1697,180147.064782599
1698,335848.515815178
1699,305159.987398138
1700,235942.61764713
1701,264868.029415859
1702,240838.138990533
1703,242214.013529002
1704,270806.203613349
1705,230132.781768221
1706,260495.535183804
1707,196098.75940705
1708,192383.245283449
1709,262691.57292897
1710,220014.123484018
1711,258412.005924403
1712,245438.363182015
1713,243580.304550653
1714,211372.533004877
1715,202519.744143749
1716,181357.120572551
1717,186553.953331991
1718,137943.267769353
1719,205536.766283893
1720,244607.240060572
1721,166256.876585062
1722,120092.55923574
1723,149991.600618574
1724,211365.394343331
1725,235431.213714833
1726,187551.645781105
1727,158998.727039489
1728,188572.420118946
1729,167731.855290971
1730,175829.579142242
1731,127787.236549204
1732,125051.28397509
1733,113001.510817173
1734,120704.443336606
1735,133966.705911293
1736,114333.867869581
1737,312659.503285956
1738,231960.623531621
1739,262697.914413453
1740,194840.314798525
1741,176288.743541722
1742,166916.848096385
1743,179641.536582276
1744,278740.585265457
1745,203146.120830168
1746,211411.443283241
1747,216999.035103674
1748,222749.622905939
1749,146629.59531612
1750,136689.709626458
1751,251944.33136301
1752,120755.385752231
1753,143669.897947476
1754,207519.018655159
1755,160135.206993784
1756,124803.159954645
1757,117340.326791134
1758,143398.092193749
1759,158826.908656329
1760,162625.798238314
1761,149150.413278619
1762,170249.376140021
1763,179566.048146754
1764,120401.166520787
1765,161031.36155158
1766,180688.721938341
1767,214149.783687922
1768,135578.915793022
1769,175387.571770638
1770,151262.981884134
1771,125697.377981511
1772,131380.839286281
1773,122581.232279295
1774,149182.517342904
1775,141952.660791536
1776,124920.942714768
1777,111950.477624507
1778,138923.589952606
1779,117916.547650303
1780,181904.58560631
1781,125718.353663402
1782,89932.9156665844
1783,142037.227964675
1784,106245.623073819
1785,116415.485070631
1786,144498.372576292
1787,176037.866318463
1788,67314.2860122085
1789,107209.20513299
1790,82582.0120203908
1791,201371.0026027
1792,153828.477369668
1793,146272.812754337
1794,164883.465939445
1795,131507.38177833
1796,134231.531736884
1797,125483.758795043
1798,122234.95911146
1799,113666.242427435
1800,126004.400791452
1801,118361.103223913
1802,153911.677663079
1803,153081.5202337
1804,140449.337109619
1805,142800.784101481
1806,136448.502045814
1807,140143.58747589
1808,122363.754563002
1809,112082.152497769
1810,131528.40306641
1811,88070.2389310541
1812,91966.9397565754
1813,118704.018522679
1814,94442.7798313944
1815,62233.4467401212
1816,102525.56516207
1817,103193.691612003
1818,135703.023463894
1819,132206.1764573
1820,79412.5854872109
1821,120357.992511196
1822,153558.079902456
1823,61397.439454108
1824,126127.074187117
1825,130467.982352117
1826,104740.030191503
1827,106208.54847747
1828,125090.871203734
1829,139211.959646523
1830,142667.262361012
1831,155565.164261139
1832,95409.4032467547
1833,136688.399428515
1834,124272.148107693
1835,115405.132848945
1836,121597.346637096
1837,88826.2955823992
1838,119334.272811854
1839,108482.574421643
1840,137445.825836973
1841,136567.466195795
1842,96468.6679839944
1843,129823.024461655
1844,148937.178995682
1845,137329.303058826
1846,150500.931748094
1847,147929.151049964
1848,59648.8779017141
1849,115620.355998701
1850,117255.665280263
1851,145404.175820652
1852,126980.764712111
1853,126662.604027761
1854,170248.453160446
1855,154374.297970478
1856,225171.288124899
1857,150113.012914113
1858,153221.346360688
1859,132017.525282476
1860,150040.614648208
1861,131413.463188161
1862,335811.455167868
1863,324978.087046747
1864,324991.63790655
1865,309408.416999137
1866,306288.811351175
1867,236322.014006493
1868,268476.788781292
1869,206678.755736153
1870,231041.379855822
1871,253767.447008663
1872,173668.326259062
1873,224864.84275945
1874,146260.252691565
1875,195556.972056677
1876,196734.602443646
1877,204460.770403446
1878,209881.288804068
1879,122864.656204647
1880,137682.074930709
1881,235172.389419017
1882,244797.206481931
1883,191412.80756689
1884,202212.320132092
1885,233965.365397306
1886,266019.076115238
1887,207589.299522561
1888,265971.534026827
1889,169431.510607984
1890,116470.294056183
1891,141475.822493673
1892,98429.6978504244
1893,124995.392382119
1894,120697.155617469
1895,130471.209587742
1896,124110.777618246
1897,118816.401542936
1898,124225.646485092
1899,163044.731580664
1900,163322.590703429
1901,160576.359818766
1902,138544.879543961
1903,228997.451954121
1904,141384.769353148
1905,193945.986541927
1906,138001.487162379
1907,196475.685073739
1908,123525.888376158
1909,150325.082746578
1910,131659.97845224
1911,212632.903412016
1912,312305.037110178
1913,135412.706962564
1914,79129.680869723
1915,255038.24599679
1916,62237.576107224
1917,257890.8870791
1918,143385.093239878
1919,181206.8630608
1920,164763.016340481
1921,327057.132964508
1922,287069.707842723
1923,227303.68067852
1924,220392.618643744
1925,207900.048213295
1926,328988.326495237
1927,129318.694960719
1928,152523.034949356
1929,122338.133787338
1930,139036.951118815
1931,144056.500563332
1932,140603.629189966
1933,167836.750056121
1934,180056.058315975
1935,172530.096796994
1936,184364.771301723
1937,183761.809429077
1938,164873.678076739
1939,238674.230648904
1940,199602.362745121
1941,176126.400629595
1942,184038.432279114
1943,225667.169857524
1944,322951.811093026
1945,339205.269121075
1946,144498.543376393
1947,192830.152283625
1948,162633.255374993
1949,223182.558828326
1950,187871.413698712
1951,243081.89166622
1952,208696.85565064
1953,168068.458388183
1954,194405.975183407
1955,135957.62545512
1956,324897.939567609
1957,157849.921726797
1958,291216.896090026
1959,145264.320496946
1960,110427.118812606
1961,125562.446146294
1962,107345.017546363
1963,114325.169194997
1964,107451.630398598
1965,155834.236248306
1966,149314.727831703
1967,279249.751945853
1968,370057.622660161
1969,345078.230221825
1970,400602.290786262
1971,460372.295074141
1972,348192.075722163
1973,284641.746309068
1974,311725.703233914
1975,463889.145566726
1976,277785.727417642
1977,341311.278236743
1978,339135.622081184
1979,322270.916992773
1980,201025.346688482
1981,319646.443336559
1982,231350.02548405
1983,223218.368862679
1984,184985.885685138
1985,232244.545560076
1986,211856.982914386
1987,198276.408159418
1988,175427.583137697
1989,197358.154419028
1990,210606.852615837
1991,230361.118648475
1992,214879.141115437
1993,179059.712846029
1994,226044.160704966
1995,189261.057068001
1996,242999.322473354
1997,290968.393427441
1998,287690.21156963
1999,255144.708184505
2000,307553.960134971
2001,263445.296639245
2002,228094.770216286
2003,255857.547895213
2004,279697.608760778
2005,218711.861522553
2006,219333.236027683
2007,246511.117371706
2008,200266.481813201
2009,193072.823512295
2010,195347.66537293
2011,142522.798854302
2012,178299.825558744
2013,174644.906234598
2014,180102.865091452
2015,200408.062805701
2016,188034.951273137
2017,197241.333661067
2018,126484.911199124
2019,134809.55803652
2020,103398.993493458
2021,111316.896202671
2022,171616.007501686
2023,140751.240113879
2024,256089.401542956
2025,351470.392150994
2026,178964.687110371
2027,160662.227058304
2028,167167.170354234
2029,161122.86013902
2030,252906.362016578
2031,231472.691405733
2032,236376.144328113
2033,245606.106957548
2034,170651.666991
2035,212846.719855328
2036,198720.380565032
2037,199793.815448782
2038,315847.700534805
2039,221103.21966948
2040,307023.116114321
2041,264137.306598846
2042,202249.818715702
2043,169448.229604264
2044,182546.633291078
2045,203225.338295556
2046,143152.186628463
2047,137400.105477666
2048,142544.753731413
2049,147258.082495286
2050,178029.631057521
2051,113805.160327222
2052,132996.529642399
2053,144510.687159246
2054,98775.1011264007
2055,148231.241522205
2056,152205.278527789
2057,115256.178349318
2058,201278.258890322
2059,132965.511993146
2060,160158.446506778
2061,174803.517534893
2062,125798.801174063
2063,117901.363666928
2064,129734.454106066
2065,113924.157628538
2066,168356.91621651
2067,119517.3269342
2068,149134.798113332
2069,87299.5998557854
2070,117602.819132061
2071,103611.340784478
2072,147236.224801052
2073,134219.914445513
2074,185192.136587642
2075,147047.727492229
2076,126265.262525487
2077,142989.086948621
2078,119779.161542698
2079,139394.4983308
2080,123565.466070151
2081,129943.172057396
2082,119511.41595506
2083,142850.733416513
2084,110842.255749899
2085,114119.089415386
2086,125683.512279743
2087,125417.203360275
2088,103008.578970515
2089,88541.604366191
2090,128542.204580946
2091,98893.4347986941
2092,122360.300868899
2093,109847.399872923
2094,120339.893114658
2095,141165.428271082
